hs6_d12,A,B,C,CONS,D_15,D_16,D_17,D_18,D_19,D_20,D_21,D_22,D_23,D_24,D_25,D_26,D_27,D_28,D_29,D_29_30_31_32_33,D_30,D_31,D_32,D_33,D_34,D_35,D_36,D_37,E,F,G,H_551,H_552,I_60,I_61,I_62,I_63,I_64,J,K_70,K_71,K_72,K_73,K_74,K_99,L,M,N,O,P
88021100000K,2101819.9284620564,0.0,3.497589103139368e-09,744962.0507857156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7049.146388399669,30.937208034502817,0.0,0.0,0.0,3570725.7561723622,222523.52943352523,0.0,0.0,1.030472411903745,0.0,5587692.838836864,54585.39895859637,0.0,0.0,14.307253621167934,388.0798071350593,0.0,0.0,2115109.654729229,0.0,1367099.5437675924,11036.437236408898,4753176.7704555085,1.0300325359894316,0.0
88021210000G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7389705.709999999,0.0,0.0,0.0,0.0
88021290000K,0.0,0.0,106495.00522425024,4491145.162577154,1.8498263266314503e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106495.00522425024,0.0,0.0,0.0,0.0,1877.589999973958,0.0,1.8498263266314503e-08,0.0,0.0,14397976.81024906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12930543.026725277,0.0,0.0,0.0,0.0
88022010100C,1318089.3630218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12794.450600158507,0.0,0.0,0.0,0.0,1716652.5174386862,0.0,0.0,1328997.465426924,50.088504094390366,0.0,0.0,0.0,136716.82845764587,0.0,0.0,0.0,656601.2923429529,40499.694207738044,0.0
88022010800Q,25870.362075819456,0.0,0.0,534326.2251899755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,675.601796007539,0.0,0.0,0.0,0.0,15761.28343824465,675.601796007539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345802.4775315031,125784.03423488543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2027.5639375568483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88022021100V,6207224.48502264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.6645421874973,0.0,0.0,298.6614053156405,0.0,0.0,8661.349029856598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88022022100C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144671.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88022090100F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371679.99999999994,0.0,0.0,46459.99999999999,0.0,0.0,0.0,0.0,0.0,0.0,371679.99999999994,0.0,0.0,0.0,0.0,0.0,0.0
88023010000L,587853.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211252.3975546552,76276.7790815947,0.0,0.0,0.0,108.3133637500914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88023021000D,5553788.865997136,0.0,0.0,1033123.6795625769,536.134002864351,0.0,0.0,3920.400546778913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258280.91989064423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88023029000P,22724894.12988502,0.0,0.0,9945.018883759938,0.05054472047108421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146404.3834381364,0.0,0.0,0.0,2.8238555042824283,3005.7868219042857,0.011262618543830458,0.0,169.72834388884138,0.0,34360247.12525603,843.406717471172,0.0,1017797.2218343454,1302054.8151442956,0.0,0.0,0.0,3496256.9580123015,0.0,0.0,0.0,0.0,0.0,0.0
88023031000N,3658220.0,0.0,0.0,3336819.588880497,0.0,0.0,0.0,0.0,0.0,2414299.9999999995,0.0,0.0,0.0,2414299.9999999995,0.0,0.0,0.0,0.0,0.0,0.0,5275.013899378879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352653.72062112065,834204.8972201243,0.0,0.0,0.0,0.0,44971115.21888603,2733275.284378065,1517.9657982354133,7390750.0,7.908907476452907,108.91983421621366,0.0,0.0,1124.943371247629,0.0,5230833.0,0.10240537265523607,1517.9657982354133,0.0,0.0
88023039000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28765443.77938788,2171649.1380699086,0.0,220333.54127110535,0.0,0.0,0.0,0.0,220333.54127110535,0.0,0.0,0.0,0.0,0.0,0.0
88023090000P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59929.89445117923,0.0,30417520.533798665,547487.2079999176,0.0,9021457.77849601,25521.443933220722,145266.13810332274,0.0,126.29441703776494,395595.04880065075,0.0,0.0,0.0,0.0,0.0,0.0
88024090000D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5974464.125642437,0.0,0.0,0.0,0.0,0.0,1077269711.68674,25727622.13728176,0.0,0.0,13776.820992902967,0.0,0.0,0.0,8436340.239343246,0.0,0.0,0.0,0.0,0.0,0.0
88031000000R,29628.304878359377,0.0,0.0,260045.30322944513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154700.19865647526,0.0,0.0,0.0,0.0,374148.9795442484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399031311591529,0.0,0.0,0.6399031311591529,0.0,457837.2577730906,40.83611211902026,0.0,0.0,0.0
88032000000F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5174.756225870075,134.81377412992475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88033000000V,9982.71659347417,0.0,0.0,860847.5132265586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5248016173693764,1.5248016173693764,0.0,0.0,0.0,0.0,0.0,0.0064269917734899856,407.98991846811964,0.0,0.0,0.0,0.009571642246925737,64387.65141143147,0.0,0.0,0.04729814387725897,0.013570192909823465,456289.7874293818,24425.52443084355,0.0002832810422228776,0.0,0.0,0.0,0.009571642246925737,0.0,0.0041281361635388866,0.0,1593958.0565365776,0.0,0.0,0.0,0.0
88039000000E,3.402794673655454,0.0,0.0,10973.708976166643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.402794673655454,0.0,0.0,0.0,0.0,2853.6182620558197,0.0,0.0,0.0,0.0,0.0,4230.15,0.0,0.0,0.0,0.0,9530.73,0.0,0.0,0.0,135266.03000000003,0.017172430224620432,0.0,0.0,0.0
88052900900Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.2577777777777,86.03222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89012000000A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11381613.929849628,0.0,797.3500751856885,0.0,0.0,0.0,797.3500751856885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89020010000A,0.0,2633685.478411887,0.0,2506371.1926630177,13897.774801199395,0.0,0.0,0.0,0.0,0.0,0.0,71864.97299118711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1253185.5963315088,0.0,0.0,0.0,0.0,0.0,13897.774801199395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89031000120K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12062.06,0.0
89039100900X,34.09572653943699,0.0,0.0,50085.33634704838,9.999170428481593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11143.501724326872,0.0,0.0,0.0,9458.992142343206,18305.75992288301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235392.19496643063,0.0
89039200130A,0.0,0.0,0.0,1262853.8798547848,0.0,0.0,0.0,0.0,363.4279248067322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184656.88222040885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89039200190V,0.0,0.0,0.0,921775.0776626428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5614662474430036,0.0,0.0,0.0,23.151718346646938,0.0,0.0,0.5614662474430036,0.0,102529.05946648952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029110013102351298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029110013102351298,0.0
89039200230F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44604.44996312309,0.0,0.0,0.0,9509.745999065242,0.0,0.0,0.0,0.0,0.0,0.0,9509.745999065242,0.0,81921.48333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1742293.634705413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89039200290A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125657.34000000001,0.0,0.0,0.0,0.0,0.0,0.0,125657.34000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89039200900J,0.0,0.0,0.0,98854.94172779382,0.0,0.0,0.0,0.0,0.0,9.654852410593332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1362582.2590956935,0.0,0.0,0.0,0.0,4.3543241023992945,0.0
89039900100Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803438.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89039900200E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0042409230873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2611231.767361868,0.0,0.0,0.0,0.0,2515841.33102801,0.0,0.0,0.0,0.0,0.0,0.13181281889354912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005556379528735282,0.0
89039900910W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1008.7308380658498,0.0,16139.693409053596,0.0,0.0,0.0,0.0,0.0,0.0,363961.2857528806,0.0,0.0,0.0,0.0,0.0,0.0
89039900990X,0.0,0.0,0.0,39128.30874730644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.36160200829715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42590.12982534262,0.0,0.0,0.0,0.0,42590.12982534262,0.0
89040000000C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2111036.0915240315,0.0,0.0,0.0,82584.80847596828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89051000000K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9069230.214066999,0.0,0.0,0.0,9142098.51997589,0.0,0.0,0.0,0.05993793202451879,0.0,0.0,0.05993793202451879,0.0,0.0,0.0,0.006081247927170399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89059000000Y,0.0,0.0,12643.179974856648,16070.063524990599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.7655112206314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318531.24098893214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89071000900W,0.0,26765.948835769406,0.0,0.0,5973.465478419422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,459.96568581117094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89079000000K,19205.380935073576,82160.0931923782,69.39831841232585,24575.365458572433,162.42169505267753,0.0,16.80681241744133,0.0,0.0,0.0,0.0,0.0,2.6881855457199113,0.0,0.0,0.0,0.0,0.0,1.196643331217003e-05,0.0,0.0,0.0,4.209699165045871e-10,0.0,0.0,0.5952710792153489,3.0090076954391753e-07,0.0,2.6881855457199113,545412.668458764,89160.15588930485,0.0,0.0,1120.0270913159004,26087.17456839102,0.0,457280.88837623404,0.0,10442.028236798615,16872.388088196905,0.9599739687702383,9.078175951644823e-05,0.0,16190.745640838953,0.0,0.0,0.0,0.0,150.02551906023663,0.0
90011020111R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15536430449445332,0.0,0.0,0.0,0.0,0.0,1191.1757639719672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14824.621857967597,0.0,0.0,0.004374457261993361,0.0,0.15078133107937924,0.0,0.0,0.0,14824.621857967597,0.0,0.0
90021110200M,31.75403318361557,0.0,0.0,67818.63366133031,31.75403318361557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2981109042118646,0.0,0.0,0.0,37453.88016139824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90021120000L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59366.46202755383,403922.95156861906,0.0,0.0,278.8420732498867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1457.6943305772745,0.0
90021190900D,0.0,0.0,0.0,9775.29381434398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011125261629185265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2470569689552734e-07,0.0,0.0,0.0,0.0,0.0,0.0,3.2470569689552734e-07,1046.4024832295065,0.0,0.0,0.0,0.0,0.0,0.0,211980.88081814317,0.0,53866.50452636326,8.756176165859705,3.2470569689552734e-07,0.0,2273.901472573299,0.0,0.0,0.0,0.0,1955.1705969541847,0.0
90022090000G,2.020125741862443e-05,0.0,964.6594962584046,122564.05495212966,0.008924888490697787,583.7662368159681,1.2608477762290897e-05,0.0,0.0,0.0,0.0,1.4118459586371925e-12,0.0,633.420912666287,1544.879399929154,0.0,4.8910040965546565e-06,1.2827195131936025e-07,2072.600369672244,2.6111586453079747e-06,0.0,4.0579021391535975e-05,0.0,6234.918451520508,3.7205395248598673e-07,0.41019462300275594,9566.655060327323,0.0,4.8910040965546565e-06,1.224160005067052,21879.35056414752,0.0,1.0627831975604021e-07,0.0,0.0,0.0006942264808463569,2592.736112958049,0.0,0.020524325149719216,2034.8684719476785,3.603322576839782e-06,0.0,3226.8233588346643,27901.669495336613,0.0,6.3450341952485525,58696.29633068017,2096.4269237962453,20.07424072421925,0.0
90029000000T,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.03000000000001,0.0,0.0,43284.21,0.0,0.0,0.0
90041000199W,0.0,0.0,0.0,2392598.6325761033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3100.7582456966907,0.0,0.0,0.0,0.0,0.0,0.0,292996.4305975855,0.0,0.0,0.0,0.0,0.0,6205.130281247261,0.0,0.0010559227966425166,0.004465221551015925,0.0,0.0,0.0,0.022778223165191774,0.0,0.0,0.0,0.0,0.0,0.0
90041000291J,0.0,0.0,0.0,138326.3323050336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273288.89489642566,0.0,0.0,0.0,0.0,0.0,0.0,15123.273809073002,0.0,0.0,0.0,0.0,0.0,0.11926837795234624,0.0,0.0,4.157913419943899e-15,0.0,0.0,0.0,113.74972108969959,0.0,0.0,0.0,0.0,0.0,0.0
90049020900Y,4.382752393423464e-06,0.0007915103573579869,0.0,1140080.4069050993,0.0007915103573579869,0.0,12.159967089604855,6.372689698527907e-10,11.827815332798309,0.0,0.0,68.87957903811606,0.0,69.81487927362241,372.18473719932683,0.0,0.0,1170.3034803008338,1565.147924660578,0.0,0.0,0.0,0.0,7818.425122263096,0.02232355383299135,806.6151281881041,18090.481606778074,0.0,0.803313815543774,954.8269512219008,927716.3295570387,0.0,0.0,7269.403708289267,0.0,0.0,2.444438289444998e-05,0.0,0.0,4.382752393423464e-06,5.160339584401713e-13,0.00013298292795293538,656.0418286231898,775.4034230195946,0.0,0.0,0.0,0.0,0.0,0.0
90049090900R,4.115409125045451e-09,0.0,0.0,2063345.5764605454,36495.14220539486,0.024841061386887568,0.0009490139566962034,321866.2195144045,4154.800208617797,0.0,7.426935086244121e-17,3.6069914827662613e-09,0.0,0.007787432018458771,2.8435371754345097e-13,141.3497654306846,0.0,128882.72047996633,8.603564001857238e-10,0.0,1.973244554300902e-05,1.8494328339843227e-09,6.490564259773841e-13,3.959896284569806e-06,42898.31216353341,3.894762314350071e-09,0.00014963115912112522,0.0,0.0,19096.253896677692,1299885.2156716797,1.2357341878313197e-14,11.770463804575375,1.725051446722852e-10,0.34481557502069776,0.0067241206810066964,52443.97703828796,0.014663165567337644,98.06577221524695,1312.5907210785806,6.320559596016647e-08,0.03904068988247025,6.385641666190978e-17,250372.0998043419,0.0,5.196365937391382e-09,2.6662970652943614e-06,6.340651290144884e-12,14708.056836889877,0.0
90051000000K,8.279421093081536e-06,0.0,0.0,401585.28050109243,0.0,0.0,0.0,0.0,6.004486319542846e-13,0.0,0.0,0.0,0.0,0.0,0.0,2372.5369491937977,0.0,0.0,0.00024548056005151115,0.0,0.0,0.0,0.0,0.07395556499374424,1.2719634179948388e-10,0.0,7.165658903351831,0.0,0.0,4.3955566492851284e-09,242342.30849874226,0.0,0.0,0.0,0.0,0.0,59.62094738502153,0.0,9.218358965591899e-11,0.0006094788873992773,0.0,0.010689539204920847,0.0,4.543727350032248,0.0,12652.328208985497,0.0,0.0,0.0,0.0
90058000000J,4.999085265195544e-07,0.0,0.0,445007.41774231265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.706327342649362e-18,9.550275648353507e-10,0.0,0.0037887557776202924,0.0,0.0,1.449981877653789e-08,0.0,2.2429404359278515e-05,0.0060054806025220476,0.0,0.0,0.00037470550772512727,207886.07715481633,0.0,0.0,0.0,0.0,0.0,4.282816953234605e-07,0.0,8.41397857136298e-06,0.0030785738814915714,0.0,1.7918649355611578,19670.396625287212,2527.8094134905205,0.0,124402.37391985489,0.0,0.0,0.0,0.0
90061010000N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1359583.118911129,0.0,73.49550007565983,0.02103530256315722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159680.6228546871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,353325.6478662344,0.0,0.0,0.0,44.833832571472364,0.0,0.0
90063000000G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36107.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90069190600Z,0.0,0.0,0.0,670500.1619661526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2801445973239939,0.0,1.2378794178654662e-14,0.0,2.5111452908689514e-14,0.00012694519501948483,0.0,0.0,8.402830585582752e-13,39696.23666462452,0.0,2.6891526235274087e-16,0.0,0.0,0.0,7693.437058949212,52903.87737413068,0.0,0.0,0.0,7.43115706053062e-10,0.0,3244.7666645997233,0.0,0.0,0.0,0.0,0.0,0.0
90069900100E,0.0,0.0,6.967592681029406e-12,419973.8563260534,0.0,0.0,0.0,0.0,5870.4292960892135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.863151502115831e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001377166824232627,0.0,0.0,0.0,25905.842162576562,0.0,0.0,0.0,0.0,0.0,4913.095182258265,2594.9398076581265,0.0,3.144173739097814e-10,0.002306873607573916,11.968436674913981,0.0,5.235799007668959,0.0,0.0,0.0,2.1041118249042892e-07,0.039301567504129366,0.0
90071000900W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6914.764187722602,0.0,0.0,0.0,0.0,0.0,343.1947140407133,0.0,0.0,0.0,0.0,0.0,575.3884915438992,0.0,0.0,0.0,0.1441151488858557,0.0,0.0,575.3884915438992,0.0,0.0,0.0,0.0,0.0,0.0
90072090900Y,0.0,0.0,0.0,2880.7837971970976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82872.93895036084,0.0,0.0,0.0,0.0,0.0,0.001069124232191785,0.001069124232191785,0.0,0.0,0.0,0.0,0.0,0.025114193594444386,0.0,0.0,0.0,0.0,0.0,0.0
